SUBCAT,DESCRICAO
H019,Unspecified eyelid inflammation
H020,Eyelid entropion and trichiasis
H021,Eyelid ectropion
H022,Lagoftalmos
H023,Blepharochalasia
H024,Eyelid ptosis
H025,Other disorders that affect eyelid function
H026,Eyelid Xanthelasma
H027,Other degenerative disorders of the eyelid and periocular area
H028,Other specified eyelid disorders
H029,Unspecified eyelid disorder
H030,Parasitic eyelid infestation in diseases elsewhere classified
H031,Eyelid involvement in other infectious diseases classified elsewhere
H038,Eyelid involvement in other diseases classified elsewhere
H040,Dacrioadenite
H041,Other lacrimal gland disorders
H042,Epiphora
H043,"Acute, unspecified inflammation of the tear ducts"
H044,Chronic inflammation of the tear ducts
H045,Tear duct stenosis and insufficiency
H046,Other changes in the tear ducts
H048,Other tear disorders
H049,Unspecified tear duct disorder
H050,Acute inflammation of the orbit
H051,Chronic inflammatory disorders of the orbit
H052,Exophthalmic disorders
H053,Orbital deformity
H054,Enophthalmos
H055,Foreign (ancient) body retained as a result of perforating wound to the orbit
H058,Other orbital disorders
H059,Unspecified orbital disorder
H060,Disorders of the lacrimal system in diseases classified elsewhere
H061,Parasitic orbital infestation in diseases classified elsewhere
H062,Exophthalmos distyroid
H063,Other orbital disorders in diseases classified elsewhere
H100,Mucopurulent conjunctivitis
H101,Acute atopic conjunctivitis
H102,Other acute conjunctivitis
H103,Unspecified acute conjunctivitis
H104,Chronic conjunctivitis
H105,Blepharoconjunctivitis
H108,Other conjunctivitis
H109,Unspecified conjunctivitis
H110,Pterygium
H111,Degenerations and deposits of the conjunctiva
H112,Conjunctival scars
H113,Conjunctival hemorrhage
H114,Other vascular disorders and conjunctival cysts
H118,Other specified disorders of the conjunctiva
H119,Unspecified conjunctival disorder
H130,Filariae infestation in the conjunctiva
H131,Conjunctivitis in infectious and parasitic diseases elsewhere classified
H132,Conjunctivitis in other diseases classified elsewhere
H133,Ocular pemphigoid
H138,Other disorders of the conjunctiva in disease classified elsewhere
H150,Scleritis
H151,Episcleritis
H158,Other sclera disorders
H159,Unspecified sclerotic disorder
H160,Corneal ulcer
H161,Other superficial keratitis without conjunctivitis
H162,Keratoconjunctivitis
H163,Interstitial and deep keratitis
H164,Corneal neovascularization
H168,Other keratitis
H169,Unspecified keratitis
H170,Adherent leukoma
H171,Other central corneal opacity
H178,Other corneal scars and opacities
H179,Unspecified corneal scarring and opacity
H180,Corneal pigmentations and deposits
H181,Bullous keratopathy
H182,Other corneal oedema
H183,Changes in corneal membranes
H184,Corneal degenerations
H185,Hereditary Corneal Dystrophies
H186,Keratoconus
H187,Other corneal deformities
H188,Other specified corneal disorders
H189,Unspecified corneal disorder
H190,Scleritis and Episcleritis in Diseases Elsewhere Classified
H191,Keratitis and keratoconjunctivitis caused by herpes simplex virus
H192,Keratitis and keratoconjunctivitis in other infectious and parasitic diseases elsewhere classified
H193,Keratitis and keratoconjunctivitis in other diseases classified elsewhere
H198,Other sclerotic and corneal disorders in diseases classified elsewhere
H200,Acute and subacute iridocyclitis
H201,Chronic Iridocyclitis
H202,Lens-induced iridocyclitis
H208,Other Iridocyclites
H209,Iridocyclitis unspecified
H210,Hyphema
H211,Other vascular disorders of the iris and ciliary body
H212,Degenerations of the iris and ciliary body
H213,"Iris, ciliary body, and anterior chamber cysts"
H214,Pupillary membranes
H215,Other adhesions and ruptures of the iris and ciliary body
H218,Other specified disorders of the iris and ciliary body
H219,Unspecified iris and ciliary body disorder
H220,Iridocyclitis in infectious and parasitic diseases elsewhere classified
H221,Iridocyclitis in other diseases classified elsewhere
H228,Other disorders of the iris and ciliary body in diseases classified elsewhere
H250,Incipient senile cataract
H251,Nuclear senile cataract
H252,Senile cataract type Morgagni
H258,Other senile cataracts
H259,Senile cataract not specified
H260,"Infantile, juvenile and presenile cataracts"
H261,Traumatic cataract
H262,Complicated cataract
H263,Drug-induced cataract
H264,Post-cataract
H268,Other specified cataracts
H269,Cataract not specified
H270,Aphakia
H271,Lens displacement
H278,Other specified lens disorders
H279,Unspecified lens disorder
H280,Diabetic cataract
H281,"Cataracts in other endocrine, nutritional, and metabolic diseases"
H282,Cataracts in other diseases classified elsewhere
H288,Other disorders of the lens in diseases classified elsewhere
H300,Focal chorioretinal inflammation
H301,Disseminated corroretinal inflammation
H302,Posterior cyclitis
H308,Other chorioretinal inflammations
H309,Unspecified inflammation of the choroid and retina
H310,Chorioretinal scars
H311,Choroidal degeneration
H312,Hereditary choroidal dystrophy
H313,Hemorrhage and choroidal rupture
H314,Choroidal detachment
H318,Other specified choroidal disorders
H319,Unspecified choroidal disorder
H320,Corioretinal Inflammation in Infectious and Parasitic Diseases Elsewhere Classified
H328,Other chorioretinal disorders in diseases classified elsewhere
H330,Retinal defect retinal detachment
H331,Retinoschisis and retinal cysts
H332,Serous retinal detachment
H333,Non-detached retinal defects
H334,Retinal detachment due to traction
H335,Other retinal detachments
H340,Transient retinal arterial occlusion
H341,Central retinal artery occlusion
H342,Other retinal artery occlusions
H348,Other retinal vascular occlusions
H349,Unspecified retinal vascular occlusion
H350,Background retinopathies and retinal vascular changes
H351,Retinopathy of prematurity
H352,Other proliferative retinopathies
H353,Degeneration of the macula and posterior pole
H354,Peripheral retinal degeneration
H355,Hereditary retinal dystrophies
H356,Retinal hemorrhage
H357,Separation of the layers of the retina
H358,Other specified retinal disorders
H359,Retinal disorder unspecified
H360,Diabetic retinopathy
H368,Other retinal disorders in diseases classified elsewhere
H400,Suspected glaucoma
H401,Primary open-angle glaucoma
H402,Primary angle-closure glaucoma
H403,Glaucoma secondary to eye trauma
H404,Glaucoma secondary to ocular inflammation
H405,Glaucoma secondary to other eye disorders
H406,Glaucoma secondary to drugs
H408,Another glaucoma
H409,Unspecified glaucoma
H420,"Glaucoma in endocrine, nutritional and metabolic diseases elsewhere classified"
H428,Glaucoma in other diseases classified elsewhere
H430,Vitreous Humor Prolapse
H431,Vitreous humor hemorrhage
H432,Crystalline deposits in the vitreous humor
H433,Other vitreous opacities
H438,Other vitreous humor disorders
H439,Unspecified vitreous humor disorder
H440,Purulent endophthalmitis
H441,Other endophthalmitis
H442,Degenerative myopia
H443,Other degenerative disorders of the eyeball
H444,Hypotonia of the eye
H445,Degenerative disorders of the eyeball
H446,Retained (old) intraocular foreign body of magnetic nature
H447,Retained (old) intraocular foreign body of non-magnetic nature
H448,Other disorders of the eyeball
H449,Unspecified eyeball disorder
H450,Vitreous hemorrhage in diseases classified elsewhere
H451,Endophthalmitis in diseases classified elsewhere
H458,Other vitreous mood and eyeball disorders in diseases classified elsewhere
H46,Optic neuritis
H470,Optic nerve disorders not elsewhere classified
H471,Papilloedema unspecified
H472,Optic atrophy
H473,Other optic disc disorders
H474,Optic chiasm disorders
H475,Other optic pathway disorders
H476,Visual cortex disorders
H477,Unspecified optic pathway disorders
H480,Optic atrophy in diseases classified elsewhere
H481,Retrobulbar neuritis in diseases classified elsewhere
H488,Other Optic Nerve and Optic Pathway Disorders in Diseases Elsewhere Classified
H490,Third pair palsy [oculomotor]
H491,Fourth pair palsy [trochlear]
H492,Sixth pair palsy [abducent]
H493,Total ophthalmoplegia (external)
H494,Progressive external ophthalmoplegia
H498,Other paralytic strabismus
H499,Paralytic strabismus unspecified
H500,Concomitant convergent strabismus
H501,Concomitant divergent strabismus
H502,Vertical strabismus
H503,Intermittent heterotropia
H504,Other heterotropias and unspecified
H505,Heterophoria
H506,Mechanical strabismus
H508,Other specified strabismus
H509,Strabismus unspecified
H510,Paralysis of the conjugate gaze
H511,Insufficient or over-convergence
H512,Internuclear ophthalmoplegia
H518,Other specified binocular movement disorders
H519,Unspecified binocular movement disorder
H520,Hyperopia
H521,Myopia
H522,Astigmatism
H523,Anisometropia and aniseiconia
H524,Presbyopia
H525,Accommodation disruptions
H526,Other refractive disorders
H527,Unspecified refractive disorder
H530,Amblyopia due to anopsia
H531,Subjective visual disturbances
H532,Diplopia
H533,Other binocular vision disorders
H534,Visual field defects
H535,Color vision impairments
H536,Night blindness
H538,Other visual disturbances
H539,Visual disturbance unspecified
H540,"Blindness, both eyes"
H541,Blindness in one eye and low vision in the other
H542,Low vision from both eyes
H543,Unqualified loss of vision in both eyes
H544,Blindness in one eye
H545,Low vision in one eye
H546,Unqualified loss of vision in one eye
H547,Unspecified vision loss
H55,Nystagmus and other irregular eye movements
H570,Pupillary function abnormalities
H571,Eye pain
H578,Other specified disorders of the eye and appendages
H579,Unspecified disorder of the eye and appendages
H580,Pupillary function abnormalities in diseases classified elsewhere
